obs,low        (fiat),high      (fiat),open      (fiat),close     (fiat),vol      (fiat),trade_vol  (fiat),low (crypto),high (crypto),open (crypto),close (crypto),vol (crypto),trade_vol (crypto),
766,193.69,204.717,201.843,199.129,24231.6636,4825226.942,0.00316674,0.00328723,0.00322021,0.00324201,1241.43731,4.024752172,
767,191.775,200.131,199.039,194.443,10801.84116,2100342.4,0.00315151,0.00325745,0.00324799,0.00319416,532.4744773,1.700808677,
768,185.588,197.776,194.397,191.224,11560.70665,2210684.569,0.00309426,0.00324365,0.00317596,0.00309477,613.8220142,1.899637955,
769,189.885,193.951,191.175,193.951,10119.63065,1962712.484,0.00305051,0.00311742,0.00309346,0.00306222,543.2566167,1.663571277,
770,193.415,213.909,193.917,212.245,25238.8706,5356824.091,0.00299473,0.0032,0.00304608,0.00314098,1603.919018,5.037877558,
771,211.369,239.084,212.098,234.216,63402.65967,14849917.34,0.00313826,0.003565,0.00314614,0.00351037,3641.620616,12.78343576,
772,208.53,247.483,234.216,217.028,39279.24683,8524696.381,0.00330724,0.00372617,0.00349826,0.00334329,2514.778241,8.407632945,
773,213.322,235.281,217.185,232.1,19013.76262,4413094.304,0.00331721,0.00363531,0.00334012,0.00358851,1582.848864,5.680068977,
774,212.34,236.026,232,221.242,21226.01893,4696086.881,0.00339787,0.00363317,0.00358647,0.00345138,712.0308417,2.457489007,
775,217.306,232.292,221.398,228.956,13424.11911,3073532.615,0.00342263,0.00360328,0.0034501,0.00355834,613.1769155,2.181891946,
776,220.183,231.904,228.956,229.204,7918.229174,1814889.8,0.0034591,0.00357642,0.00355643,0.0035002,408.6451527,1.430339763,
777,223.961,240.049,229.204,224.196,14601.92041,3273692.149,0.00348567,0.00372751,0.0034924,0.00352796,1191.526731,4.203658646,
778,190,224.18,224.18,198.55,31454.6046,6245311.744,0.00321286,0.00352703,0.00352703,0.00330293,1179.560401,3.896005436,
779,185,200.576,198.757,189.5,17570.41003,3329592.701,0.00310801,0.00332567,0.00331224,0.00314327,986.5447097,3.10097639,
780,170.09,191.281,189.56,175.899,25794.68935,4537260.062,0.003,0.00315093,0.00313332,0.00308439,1622.015414,5.002928124,
781,174.001,189.606,176.012,189.415,15476.13902,2931412.872,0.00306348,0.00327985,0.00308951,0.00325759,1102.505561,3.59151109,
782,186.201,198.203,189.424,193.65,10438.99196,2021510.793,0.00322525,0.00338076,0.00325024,0.00324248,1122.677773,3.640260226,
783,187.512,208.688,193.65,207.27,13912.85886,2883718.256,0.00319606,0.00354698,0.00324166,0.00353697,1483.834996,5.248279864,
784,188.855,209.479,207.676,197.921,22118.79693,4377774.407,0.00331902,0.00356727,0.00353659,0.00351217,2227.368272,7.822896024,
785,184.584,200.88,197.921,187.543,12476.74907,2339926.95,0.00324947,0.003537,0.00351486,0.00325854,1107.612213,3.6091987,
786,184.528,204.999,187.636,204.409,26196.28953,5354757.347,0.00325485,0.00359855,0.003259,0.00356448,2421.570803,8.631640697,
787,202.5,215.642,204.329,214.758,18752.28395,4027202.997,0.0034974,0.00367572,0.00356449,0.00363552,1185.831666,4.311114737,
788,180.241,215.526,214.805,183.696,23173.56367,4256890.952,0.00324599,0.00365065,0.00363809,0.00341457,1496.628934,5.110344259,
789,180.837,189.92,183.636,182.528,11967.64895,2184431.027,0.00331902,0.00348429,0.00340977,0.00333611,639.2487633,2.132604192,
790,164.157,182.994,182.578,178.896,19478.49272,3484624.433,0.00308405,0.00333611,0.00332669,0.00311791,1271.443485,3.964246358,
791,176,184.597,178.801,182.269,11464.46295,2089616.198,0.00309602,0.00316886,0.00311955,0.00315171,792.2188714,2.496844139,
792,174.94,186.557,182.268,179.99,13755.2483,2475807.141,0.00312718,0.00318677,0.00315387,0.00315867,940.7339818,2.971468206,
793,176.769,185.698,180.117,178.345,10596.67351,1889863.737,0.00311309,0.00324419,0.00315996,0.00311943,874.9675942,2.729400162,
794,172.6,178.391,178.391,176.418,10298.42812,1816828.093,0.00307452,0.00312847,0.00311594,0.00311789,626.3961767,1.953034375,
795,160.458,180.404,176.392,167.271,16414.7476,2745711.246,0.00308225,0.00317296,0.00311947,0.00311681,1366.946199,4.260511581,
796,117.77,167.712,167.274,142.583,59676.06482,8508792.35,0.00255281,0.00311935,0.00311935,0.00290153,4581.691177,13.2939144,
797,127.25,144.915,142.614,134.714,20919.07928,2818092.847,0.00264671,0.00292358,0.00289859,0.00271961,1210.128642,3.291077957,
798,122.068,139.98,134.454,137.519,26622.4736,3661095.948,0.00258692,0.00277124,0.00271769,0.00272921,1792.26707,4.89147321,
799,135.777,144.678,137.5,138.28,16691.67756,2308125.173,0.00267967,0.00280945,0.00272344,0.0027292,1014.714727,2.769359434,
800,135.403,149.192,138.249,147.664,19818.68455,2926506.236,0.00271578,0.00295331,0.00273501,0.00292226,1253.186362,3.662136379,
801,135.79,151.481,147.76,136.265,21038.45861,2866805.562,0.00285215,0.00309169,0.00292432,0.00286253,1754.810136,5.023196658,
802,131.46,141.65,136.69,132.97,14328.16927,1905216.668,0.00277944,0.00290379,0.00286245,0.00282106,1031.337382,2.909464634,
803,130.81,141.73,133.5,140.6,8490.424886,1193753.739,0.00279217,0.00290681,0.00282709,0.00284103,737.7349444,2.095927109,
804,134.09,140.96,140.84,138.08,7972.757911,1100878.412,0.00274539,0.00284631,0.00284631,0.00276404,483.3006475,1.335862322,
805,123.45,139.9,138.1,126.44,14206.01199,1796208.156,0.00268841,0.00278783,0.00276407,0.00270434,952.5221388,2.575943721,
806,124.68,134.25,126.56,131.65,9691.392692,1275871.848,0.00268275,0.00278037,0.00270433,0.00271968,1068.199314,2.90516031,
807,124.2,136.74,131.63,134.03,12113.49117,1623571.222,0.00264487,0.00278557,0.00271688,0.00275047,892.3563269,2.454399306,
808,129.86,135.96,134.37,130.15,8372.389148,1089666.448,0.00271095,0.002802,0.00275241,0.00273459,383.984963,1.05004144,
809,124.15,132.31,130.62,128.25,10661.3329,1367315.944,0.00269408,0.00278572,0.00273552,0.00277574,632.1405946,1.754657934,
810,126.42,132.58,128.49,129.54,4310.898737,558433.8224,0.00276642,0.00281802,0.00278361,0.00276642,552.6006273,1.528725427,
811,128.67,133.21,129.7,129.18,12006.11238,1550949.598,0.00274586,0.00280131,0.00277101,0.00276363,965.2065991,2.667473914,
812,122.59,130.07,129.07,127.33,13371.22896,1702558.583,0.00268649,0.00276316,0.0027582,0.00270529,509.5129061,1.37838017,
813,125.57,134.94,127.49,133.6,16023.972,2140802.659,0.0026557,0.00275282,0.00270569,0.00273989,1139.830413,3.123009949,
814,131.3,142.84,133.66,135.16,21286.43609,2877074.701,0.00270814,0.00290579,0.0027408,0.00277969,961.1234446,2.671625228,
815,131.6,147.4,135.16,146.65,20946.29884,3071774.725,0.0027366,0.00290175,0.00278165,0.00288341,968.2770013,2.791939588,
816,144.69,156.689,146.65,149.49,32626.70967,4877366.828,0.00285508,0.00307647,0.00288544,0.0029425,2372.325661,6.980568259,
817,148.25,153.82,149.41,150,9200.244742,1380036.711,0.00292664,0.00302277,0.00293835,0.00297213,661.2441259,1.965303504,
818,145.07,150.97,150.12,149.09,9609.876005,1432736.414,0.0029264,0.00300452,0.00296788,0.00294292,550.7760146,1.620889749,
819,148.99,158.58,149.31,151.04,13557.109,2047665.743,0.00293776,0.00304414,0.002945,0.00297628,796.2362381,2.369821991,
820,134.63,151.46,151.08,134.66,23359.88582,3145642.225,0.00283105,0.00296828,0.00296828,0.00283385,993.041551,2.814130799,
821,131.17,137,134.79,133.39,21056.55557,2808733.947,0.002802,0.00288137,0.00283906,0.00286515,591.9655153,1.696069996,
822,129.54,135.76,133.39,133.04,21439.5099,2852312.397,0.00278948,0.00286207,0.0028591,0.00283107,608.1871424,1.721820373,
823,131,142.53,132.99,133.71,31029.16157,4148909.193,0.00279166,0.00296791,0.00283306,0.00289752,1864.626764,5.402793341,
824,133.67,139.39,133.88,138.03,12568.52833,1734833.966,0.00286109,0.00293258,0.00290378,0.00289766,569.7207971,1.650857165,
825,136.36,143.23,138.17,141.99,8961.084317,1272384.362,0.00289316,0.00303771,0.00289969,0.00300183,564.386371,1.69419194,
826,136.17,142.86,141.93,139.05,7396.518298,1028485.869,0.002961,0.00304414,0.0030044,0.00300563,342.2170634,1.028577872,
827,133.26,139.88,139.15,134.45,22271.71768,2994432.441,0.00290173,0.00300578,0.00300578,0.00292429,729.3739998,2.132901094,
828,117.05,136.98,134.45,122.47,22623.5442,2770705.458,0.00274454,0.00294084,0.00292556,0.0028191,847.2979718,2.388617712,
829,117.91,125.32,122.5,124.32,18685.40896,2322970.042,0.00277379,0.0028997,0.00281712,0.00288864,731.0224403,2.111660662,
830,115.52,134.99,124.38,134.68,39705.01619,5347471.581,0.00281745,0.0032475,0.00289533,0.0032475,3214.058486,10.43765493,
831,131.52,146.99,134.68,141.87,47771.55177,6777350.049,0.00317825,0.00355127,0.0032297,0.00340069,4276.805901,14.54409106,
832,140.46,157.38,142.09,153.16,44145.85752,6761379.537,0.0033858,0.00370529,0.0034039,0.00365348,1878.683465,6.863732465,
833,140.09,154.79,153.18,147.98,40816.92205,6040088.125,0.00344978,0.00369491,0.00365588,0.00354698,1735.267099,6.154957694,
834,141.06,156.02,148.18,141.72,36410.38159,5160079.279,0.00330682,0.0037,0.00353697,0.0033229,1071.589339,3.560784216,
835,138.45,144.77,141.89,143.44,22157.27267,3178239.192,0.00324566,0.00333711,0.00332382,0.00327324,1005.977552,3.292805963,
836,137.22,144.84,143.36,141.37,20542.28099,2904062.264,0.00318682,0.00333927,0.00327324,0.00332203,786.7490812,2.61360405,
837,139.11,146.97,141.48,141.12,31017.87154,4377242.032,0.00326903,0.00345719,0.00332438,0.00327604,1472.274369,4.823229724,
838,138.62,142.58,141.15,141.33,12624.20065,1784178.278,0.00323484,0.00329266,0.00326904,0.00328675,649.1161283,2.133482435,
839,135.61,142.85,141.42,137.39,10099.4374,1387561.705,0.00318148,0.00331269,0.00328895,0.00319353,490.2145258,1.565514795,
840,132.82,138.31,137.5,135.76,15854.32773,2152383.532,0.00313332,0.00323884,0.00319385,0.00321412,448.5273501,1.441620727,
841,127.3,136.97,135.86,130.54,17260.78692,2253223.125,0.00307646,0.00323428,0.00321806,0.00308574,560.9864888,1.731058448,
842,126.25,132.12,130.6,126.79,16335.785,2071214.18,0.00304229,0.00313115,0.00308141,0.00304272,589.4356616,1.793487676,
843,120.58,133.63,126.74,121.15,14648.71019,1774691.24,0.00297206,0.00310357,0.00304229,0.00297642,482.9816102,1.437556124,
844,102.79,122.32,121.03,105.73,49771.2109,5262310.128,0.00283636,0.00305698,0.00297206,0.00290379,3917.456103,11.37546986,
845,85.83,107.83,105.69,97.07,112376.2155,10908359.24,0.00251434,0.00293051,0.00290584,0.0027699,2144.970509,5.941353812,
846,93,100.91,97.13,99.39,48181.72043,4788781.194,0.00267492,0.00280287,0.00276793,0.00274466,410.976711,1.12799134,
847,80.58,100.24,99.42,90.49,83322.02313,7539809.873,0.0024164,0.00278753,0.00273691,0.00246594,1949.939342,4.808433421,
848,87.8,92.51,90.49,89.59,40876.44047,3662120.301,0.00241411,0.00252116,0.00246072,0.00242118,641.3296165,1.552774441,
849,88.45,99.36,89.61,93.16,48555.76005,4523454.606,0.00240138,0.00255076,0.00241604,0.00252836,1876.331268,4.744040925,
850,87.12,94.28,93.13,91.73,32287.63357,2961744.628,0.00244261,0.002587,0.00252214,0.00246244,1094.143705,2.694263226,
851,89.72,96.1,91.71,95.59,25472.31901,2434898.974,0.00245033,0.00258149,0.00246535,0.00252633,600.8356555,1.517909142,
852,93.39,97.98,95.46,96.55,15041.29156,1452236.7,0.00249211,0.00255102,0.00252675,0.00252928,699.3537928,1.768861561,
853,91.99,98.17,96.53,92.77,14912.47509,1383430.314,0.002448,0.00257167,0.00252572,0.00245186,712.3225271,1.746515111,
854,88.34,95.04,92.85,94.18,16043.98621,1511022.621,0.00240077,0.00246342,0.002447,0.00244688,359.5883316,0.879869497,
855,93.87,97.77,94.07,97.23,15551.2893,1512051.858,0.00244863,0.002514,0.00244863,0.002514,308.1223608,0.774619615,
856,92.11,99.59,97.36,92.91,15314.80473,1422898.507,0.00250443,0.0025724,0.00250443,0.00252394,381.3821329,0.96258562,
857,90.35,95.35,92.8,95.23,12529.99902,1193231.807,0.00248487,0.00255794,0.00252572,0.00254176,341.772606,0.868703939,
858,94.37,103.22,95.12,103.07,21468.95227,2212804.911,0.00247287,0.00261996,0.00254893,0.00247287,873.3870751,2.159772696,
859,101.34,109,103.09,103.6,25398.43421,2631277.784,0.00245903,0.00255276,0.00247113,0.00250721,654.1400599,1.6400665,
860,102.5,109.1,103.72,108.97,14046.67586,1530666.269,0.00249211,0.00259185,0.00250974,0.00256517,488.0581426,1.251952106,
861,106.06,117.14,109.01,115.9,20168.55401,2337535.41,0.00254296,0.00265,0.00256666,0.00265,528.3420576,1.400106453,
862,109.52,119.63,116.08,112.75,19155.02644,2159729.231,0.00252925,0.00266276,0.00265153,0.00256337,644.5764991,1.652288061,
863,110.3,118.35,112.91,115.05,12837.09952,1476908.299,0.00254176,0.00268159,0.00256517,0.00258848,726.6661432,1.880960778,
864,109.8,117.66,115.05,111.66,13939.23426,1556454.897,0.00251533,0.00261996,0.00259667,0.00256514,521.677627,1.338176148,
865,102.66,114.64,111.73,103.82,13329.94607,1383915.001,0.00244398,0.0026334,0.00256334,0.00245033,848.0618377,2.078031363,
866,100.12,106.91,103.51,104.19,10561.74525,1100428.237,0.0023963,0.00248163,0.0024486,0.00246662,760.985979,1.877063236,
867,100.84,106.24,104.07,102.03,19258.59694,1964954.646,0.00240416,0.00248686,0.00245815,0.00242628,733.7837797,1.780364909,
868,98.74,104.77,102.1,103.91,7345.326161,763252.8414,0.00237179,0.00245192,0.00243315,0.00244072,483.3757996,1.179784982,
869,103.65,109.98,103.92,109.33,7266.852512,794484.9852,0.00241687,0.00246604,0.00244174,0.00245604,530.2461776,1.302305822,
870,106.1,116.16,109.15,115.33,13018.8701,1501466.289,0.00242702,0.00263614,0.00246111,0.00263049,1387.734303,3.650421206,
871,103.28,118.77,115.27,104.76,17040.59612,1785172.849,0.00253847,0.00269674,0.00263477,0.00257844,2160.897102,5.571743523,
872,103.63,110.62,104.71,105.23,12070.3376,1270161.626,0.00256876,0.00270626,0.00258264,0.00262733,843.7263724,2.21674761,
873,99.96,106.71,105.13,102.4,9272.159922,949469.176,0.00252052,0.0026534,0.00262363,0.00255231,588.6898326,1.502518947,
874,95,102.56,102.52,98.1,13021.40816,1277400.141,0.00245555,0.00258149,0.00254894,0.00255976,703.4368402,1.800629486,
875,86.41,101.53,98.02,87.06,27671.41356,2409073.265,0.00234395,0.0025894,0.00255485,0.00235087,1151.206229,2.706336187,
876,84.47,93.8,87.08,93.66,28260.44092,2646872.897,0.00232202,0.002452,0.00235024,0.002446,745.9763125,1.82465806,
877,88.12,96.27,93.68,88.37,36666.4522,3240214.381,0.002371,0.00247276,0.00245,0.002373,596.6830963,1.415928987,
878,77.08,90.96,88.38,88.06,45494.65191,4006259.047,0.002231,0.002395,0.002371,0.002291,1178.05306,2.698919561,
879,86.19,94.05,88.08,92.9,15647.09522,1453615.146,0.002248,0.002382,0.002295,0.002372,469.6733915,1.114065285,
880,91.62,96,92.83,93.68,7729.421606,724092.2161,0.002371,0.002403,0.002373,0.002388,409.6373728,0.978214046,
881,86.24,95.63,93.77,88.26,12414.97618,1095745.798,0.002319,0.002405,0.002391,0.002329,646.4585247,1.505601904,
882,86.73,100.64,88.19,100.51,14138.14542,1421024.996,0.002258,0.002369,0.002334,0.002324,566.7450666,1.317115535,
883,96.49,102.98,100.6,100.1,17628.41917,1764604.759,0.002236,0.00235,0.002329,0.002239,548.1582547,1.227326332,
884,96.64,103.68,99.65,100.88,17036.61184,1718653.402,0.0022,0.002309,0.002239,0.002294,517.2314974,1.186529055,
885,94.82,102.92,100.77,96.75,16010.21158,1548987.97,0.002252,0.002357,0.002295,0.002277,459.7221702,1.046787381,
886,87.88,97,96.79,89.59,14855.99493,1330948.586,0.002257,0.002305,0.002279,0.002283,284.2337549,0.648905662,
887,86.8,90.8,89.64,89.56,19356.60148,1733577.229,0.002237,0.002295,0.002276,0.002273,327.804096,0.74509871,
888,84.92,90.69,89.56,85.63,10954.41234,938026.329,0.002229,0.002285,0.002279,0.002229,214.3618715,0.477812612,
889,83.55,93.17,85.53,85.9,15930.60431,1368438.91,0.002201,0.002315,0.002228,0.002254,722.9985131,1.629638648,
890,85.31,97.46,85.96,96.39,19700.01832,1898884.765,0.002249,0.00251,0.002249,0.002476,817.5979495,2.024372523,
891,95.46,101.81,96.4,100.02,51876.29682,5188667.208,0.002306,0.00257888,0.002475,0.002383,1690.36961,4.028150779,
892,92.92,105.59,100.05,104.65,99421.24328,10404433.11,0.002376,0.002671,0.002384,0.002654,2447.208188,6.494890532,
893,94.77,104.61,104.61,94.95,35242.17983,3346244.974,0.002428,0.002703,0.00264,0.00245,1428.541011,3.499925476,
894,94.93,101.17,94.99,99.07,18642.04932,1846867.826,0.002434,0.00259,0.002458,0.002551,450.790825,1.149967394,
895,91.97,103.01,99.07,93.67,25828.28702,2419335.645,0.00241,0.002626,0.002548,0.002475,821.0818395,2.032177553,
896,92.25,98.79,93.56,98.23,17053.42577,1675158.013,0.002417,0.002491,0.002469,0.002481,478.1009416,1.186168436,
897,92.85,98.37,98.29,95.14,10826.06081,1029991.425,0.002412,0.002486,0.002481,0.002438,560.5116147,1.366527317,
898,94.5,99.82,95.23,98.33,17054.72524,1676991.132,0.002359,0.002465,0.002434,0.002388,578.6513755,1.381819485,
899,96.18,100.54,98.22,96.41,10575.40334,1019574.636,0.002348,0.002454,0.002389,0.00237,753.0770576,1.784792627,
900,93.18,99.68,96.49,98.92,19465.62162,1925539.291,0.002303,0.002393,0.002359,0.002371,568.2918161,1.347419896,
901,98.8,104.76,99.08,103.03,20055.10434,2066277.401,0.002374,0.002493,0.002376,0.002454,1618.855053,3.972670301,
902,101.3,118.16,103.08,115.63,66217.22829,7656698.107,0.00242,0.00286,0.002449,0.002798,1106.251085,3.095290535,
903,112.28,124.17,115.73,123.68,55182.84706,6825014.525,0.002731,0.00302,0.002803,0.00302,1048.291682,3.165840879,
904,121.48,133,123.55,130.82,45593.23009,5964506.36,0.002928,0.003132,0.003023,0.003084,820.288828,2.529770745,
905,126.49,138.74,130.82,129.78,45662.61485,5926094.155,0.003003,0.00328647,0.003089,0.003037,1379.8351,4.190559198,
906,123.61,134.04,129.76,129.93,28751.79903,3735721.248,0.002883,0.003047,0.00304,0.002948,1221.448132,3.600829092,
907,121.85,132.48,129.93,126.28,24356.751,3075770.517,0.002771,0.003015,0.00296,0.002833,883.1025529,2.501829532,
908,125.5,131.87,126.1,128.2,24550.72593,3147403.064,0.002841,0.002962,0.002841,0.002884,1143.740542,3.298547722,
909,125.01,133.28,128.2,133.07,13529.79345,1800409.614,0.002777,0.002883,0.002879,0.002825,478.3538326,1.351349577,
910,125.97,138.11,132.89,127.73,35862.3035,4580692.027,0.002682,0.002937,0.002822,0.002708,1820.613827,4.930222244,
911,127.16,135.85,127.7,130.31,19300.7569,2515081.632,0.002704,0.002832,0.002714,0.002742,690.505443,1.893365925,
912,126.32,136.88,130.29,132.97,21175.71327,2815734.593,0.002714,0.002893,0.002741,0.002821,596.2012863,1.681883829,
913,125.35,137.26,132.92,127.34,28568.9942,3637975.721,0.002753,0.002905,0.002813,0.0028,1138.802451,3.188646863,
914,121.23,130.72,127.37,128.12,18527.22424,2373707.97,0.002746,0.002846,0.002802,0.002766,463.7086138,1.282618026,
915,126.55,131.56,128.19,127.43,25045.13039,3191500.966,0.00274,0.002816,0.002762,0.002775,636.3640182,1.76591015,
916,124.61,135.14,127.41,132.61,19307.92713,2560424.216,0.002733,0.002906,0.002774,0.002855,837.7718891,2.391838743,
917,125.7,134.47,132.54,133.3,26921.75719,3588670.233,0.002784,0.002911,0.00286,0.002875,749.3535659,2.154391502,
918,126.62,136.47,133.51,127.12,12550.97226,1595479.594,0.002786,0.002916,0.002877,0.002788,349.7301358,0.975047619,
919,113.21,127.14,127.01,113.65,33703.9615,3830455.225,0.002624,0.002837,0.002792,0.002635,869.118022,2.290125988,
920,111.07,117.7,113.83,116.82,13322.94406,1556386.325,0.002594,0.002692,0.002634,0.002678,321.0739533,0.859836047,
921,108.52,118.1,116.8,110.93,14630.63913,1622976.798,0.00258,0.002709,0.002675,0.002632,719.8146583,1.894552181,
922,110.53,117.93,110.92,114.99,11754.80591,1351685.132,0.002621,0.002778,0.002621,0.002684,1121.544912,3.010226543,
923,110.45,115.91,115,110.98,12839.601,1424938.919,0.00261,0.002709,0.002684,0.002635,412.9735641,1.088185341,
924,98.74,112.05,110.82,100.94,23097.37405,2331448.936,0.002456,0.002647,0.002626,0.002543,617.7009429,1.570813498,
925,99.53,105.4,100.94,102.38,10359.69399,1060625.471,0.002524,0.002594,0.002539,0.002551,438.365222,1.118269681,
926,101.08,107.11,102.41,105.28,14283.50834,1503767.758,0.002539,0.002644,0.002551,0.002559,901.2619867,2.306329424,
927,101.53,108.25,105.21,106.24,16387.09602,1740965.081,0.002544,0.002715,0.002558,0.002661,939.2472487,2.499336929,
928,105.88,111.1,106.38,109.25,12890.24598,1408259.374,0.002663,0.00276,0.002668,0.002694,738.4888591,1.989488986,
929,106.41,110.42,109.28,108.28,6278.337537,679818.3885,0.002651,0.00272,0.002696,0.002685,200.5984291,0.538606782,
930,104.18,109.75,108.32,104.4,5886.052034,614503.8324,0.002627,0.002709,0.002683,0.002631,384.6512474,1.012017432,
931,100.8,108.86,104.29,108.7,10730.77313,1166435.04,0.002596,0.002733,0.002629,0.002666,704.2614162,1.877560936,
932,106,110.75,108.78,109.57,6108.556573,669314.5437,0.002612,0.002674,0.002664,0.00264,384.5195781,1.015131686,
933,105.33,109.74,109.48,107,10768.12347,1152189.212,0.002553,0.00264,0.002637,0.002587,484.4496637,1.25327128,
934,100.07,109.81,106.97,102.03,16317.45419,1664869.851,0.002481,0.002633,0.002591,0.002522,526.3964973,1.327571966,
935,101.39,106.04,101.94,103.28,9906.476449,1023140.888,0.002542,0.002631,0.002542,0.002608,402.871182,1.050688043,
936,101.17,104.49,103.32,101.77,8340.514355,848814.1459,0.002574,0.002624,0.002608,0.002576,594.2441478,1.530772925,
937,98.71,102.46,101.86,99.95,10442.41533,1043719.412,0.002517,0.002581,0.002576,0.002534,439.6099608,1.113971641,
938,93.27,100.18,100.11,99.57,13093.02342,1303672.342,0.002433,0.002531,0.002531,0.002456,1103.143723,2.709320983,
939,91.57,101.28,99.44,93.18,9820.350801,915060.2876,0.00242,0.002501,0.002456,0.00244,1620.001706,3.952804164,
940,92.4,96.28,93.16,95.64,6103.562665,583744.7333,0.002418,0.002476,0.00245,0.002436,310.2935484,0.755875084,
941,94.77,99.94,95.62,96.43,6956.525223,670817.7272,0.002406,0.002515,0.002438,0.002423,541.5582272,1.312195584,
942,90.45,99.69,96.46,92.04,9704.178662,893172.6041,0.00236,0.002519,0.002423,0.002388,1177.491371,2.811849393,
943,80.75,94.47,92.11,84.6,14737.688,1246808.405,0.002147,0.002445,0.002385,0.002256,809.2916567,1.825761977,
944,83.79,90.58,84.76,89.89,12944.96984,1163623.339,0.002239,0.002353,0.002256,0.00233,502.6512704,1.17117746,
945,86.36,91,89.92,89.28,6045.064299,539703.3406,0.002264,0.002351,0.002336,0.00231,556.134031,1.284669612,
946,86.43,90.76,89.06,88.05,5310.286747,467570.7481,0.002302,0.002351,0.002315,0.002334,524.2158014,1.22351968,
947,87.79,95.93,88.11,95.89,7049.986316,676023.1879,0.002295,0.002424,0.002334,0.002424,509.6431486,1.235374992,
948,85.22,97.45,95.88,87.45,16183.71504,1415265.88,0.00235,0.002454,0.002426,0.002395,814.1814145,1.949964488,
949,84.35,88.32,87.38,87.8,17992.16677,1579712.242,0.002365,0.00244,0.002387,0.002436,1062.439343,2.58810224,
950,81.48,87.77,87.67,83.59,6967.661505,582426.8252,0.002337,0.002448,0.002428,0.00236,781.1627194,1.843544018,
951,79.82,85.4,83.54,83.2,12350.56714,1027567.186,0.002326,0.002457,0.002355,0.002436,1316.855461,3.207859903,
952,69,85.62,83.23,69.89,25116.37034,1755383.123,0.002281,0.002505,0.002451,0.002329,3736.564852,8.702459541,
953,68.18,79.01,69.78,73.37,38288.44213,2809222.999,0.002284,0.00249,0.002335,0.002369,1250.896756,2.963374416,
954,52.99,74.58,73.33,58.06,64507.78792,3745322.167,0.0019,0.002385,0.002372,0.001993,3982.799267,7.93771894,
955,43.02,61.4,57.97,53.75,57548.00832,3093205.447,0.001682,0.002044,0.001996,0.001854,3619.663069,6.710855331,
956,52.56,62.62,53.54,58.26,31326.11625,1825059.533,0.001828,0.002028,0.001846,0.001982,1764.854682,3.497941979,
957,55.14,61.46,58.24,60.86,20610.88685,1254378.574,0.001913,0.002067,0.001986,0.002028,813.1831167,1.649135361,
958,58.3,63.07,60.9,63.07,21908.61979,1381776.65,0.001931,0.002099,0.002038,0.002013,1977.598944,3.980906674,
959,55.33,63.17,63.14,57.82,24643.34854,1424878.413,0.00188,0.002058,0.002007,0.00194,2058.377507,3.993252363,
960,56.48,61.02,57.91,60.11,16367.59455,983856.1084,0.001916,0.002012,0.001945,0.001988,1370.006911,2.723573739,
961,55.09,61.62,60.07,55.76,17426.91095,971724.5545,0.001917,0.002022,0.001983,0.00194,1633.310506,3.168622381,
962,53.34,59.3,55.77,58.55,14701.96161,860799.8522,0.001863,0.001988,0.001938,0.001946,1597.702332,3.109128738,
963,55.7,60.17,58.75,57.22,15477.42218,885618.0973,0.001902,0.00199,0.001943,0.00196,701.8773079,1.375679524,
964,55.73,58.14,57.33,56.96,14569.79681,829895.6264,0.001924,0.001975,0.001957,0.00194,421.8361254,0.818362083,
965,56.51,61.82,57.1,61.41,20372.34107,1251065.465,0.001933,0.002037,0.001936,0.002032,636.6740339,1.293721637,
966,58.84,64.75,61.39,59.83,22230.09398,1330026.523,0.002026,0.002126,0.002033,0.002054,1065.674882,2.188896207,
967,58.09,62.46,59.73,62.33,24018.90815,1497098.545,0.002021,0.002104,0.002046,0.002102,1153.847281,2.425386985,
968,60.7,64.11,62.27,62.12,14157.67081,879474.5109,0.002057,0.002126,0.002101,0.002113,1030.330394,2.177088123,
969,55.74,63.44,62.21,58.05,20716.26128,1202578.967,0.001982,0.002128,0.002114,0.001995,897.5080278,1.790528515,
970,54.05,58.78,58.18,54.82,12613.45068,691469.3662,0.0019,0.002004,0.001998,0.001923,1047.608812,2.014551746,
971,54.08,56.99,54.86,56.47,10046.73902,567339.3522,0.001894,0.001963,0.001918,0.001946,788.900738,1.535200836,
972,55.07,57.85,56.41,57.85,8452.808368,488994.9641,0.00191,0.001966,0.001945,0.001966,842.3993007,1.656157025,
973,57.31,63.53,57.83,63.18,12492.61009,789283.1057,0.001938,0.002006,0.001963,0.001993,1212.769057,2.41704873,
974,60.27,65.36,63.1,64.63,9195.401882,594298.8236,0.001928,0.002049,0.001997,0.002033,745.1408647,1.514871378,
975,58.63,68.04,64.59,59.13,15715.94188,929283.6435,0.001983,0.002125,0.002037,0.001983,1364.28263,2.705372455,
976,57.95,60.57,59.14,59.85,12909.14371,772612.2509,0.001952,0.002019,0.001987,0.001965,712.7559357,1.400565414,
977,56.25,60.01,59.78,58.07,10351.92268,601136.1502,0.001896,0.001989,0.001964,0.001959,535.288429,1.048630032,
978,57.14,59.15,58.19,58.68,4575.647822,268499.0142,0.001939,0.001979,0.001971,0.001967,302.692362,0.595395876,
979,57.66,59.19,58.58,58.54,4320.947233,252948.251,0.001943,0.001973,0.001967,0.001958,172.4984696,0.337752004,
